r_setpoint_ohm,r_actual_ohm,v_out_V,i_measured_A,ocv_V,esr_ohm,v_predicted_V,voltage_error_mV,r_inferred_ohm,soc_pct,used_capacity_mAh,iteration
100000,100000.031,3.2234348730392735,3.2243977329926565e-05,3.223721981048584,8.904236793518066,3.2234348730392735,0.0,99970.13830075828,99.99998802770561,2.756594882657473e-05,7
10000,10000.014,3.2208538029528286,0.00032211386132985353,3.223721981048584,8.904236793518066,3.2208538029528286,0.0,9999.115808476758,99.99992657106222,0.00016906854071969734,11
1000,1000.027,3.1951992129344333,0.0032032805029302835,3.223721981048584,8.904236793518066,3.1951992129344333,0.0,997.4771831600581,99.99946724801202,0.0012266499270032845,14
100,100.038,2.9529118700232466,0.029383590444922447,3.21743848020205,9.002528492038463,2.9529118700232466,0.0,100.49527049998468,99.99365888253728,0.01460028577692021,18
50,50.005,2.6911960162676074,0.055863142013549805,3.204986658899861,9.197310142484138,2.6911960162676074,0.0,48.1748057711263,99.98468260542187,0.035267969646177635,21
25,24.997,2.327108344413711,0.09090856462717056,3.181438497929673,9.397686092830707,2.327108344413711,0.0,25.598339979929566,99.96397742509842,0.08294119941392303,25
12,12.009,1.852638063693438,0.13953562080860138,3.1579683629767588,9.354817728397968,1.852638063693438,0.0,13.277169320331975,99.9379548060958,0.14285771670524147,28
100000,100000.031,3.1502829840450346,3.079457383137196e-05,3.1505706455745175,9.341305746204174,3.1502829840450346,0.0,102299.93768693382,99.92975255323984,0.1617432264620841,32
